gender,muscle_group,exercise_name,relative_path,size_bytes
girl,Shoulders,"Stretching - Band Warm-up Shoulder Stretch","girl/Shoulders/Stretching - Band Warm-up Shoulder Stretch.mp4",287601
girl,Shoulders,"Stretching - Rear Deltoid Stretch","girl/Shoulders/Stretching - Rear Deltoid Stretch.mp4",236020
girl,Shoulders,"Stretching - Seated Shoulder Flexor Depresor Retractor","girl/Shoulders/Stretching - Seated Shoulder Flexor Depresor Retractor.mp4",820850
girl,Trapezius,"Barbell Rear Delt Raise","girl/Trapezius/Barbell Rear Delt Raise.mp4",440178
girl,Trapezius,"Barbell Shrug","girl/Trapezius/Barbell Shrug.mp4",299977
girl,Trapezius,"Dumbbell Incline Shrug","girl/Trapezius/Dumbbell Incline Shrug.mp4",227193
girl,Trapezius,"Dumbbell Shrug","girl/Trapezius/Dumbbell Shrug.mp4",266932
girl,Trapezius,"Lever Shrug","girl/Trapezius/Lever Shrug.mp4",399999
girl,Trapezius,"Scapula Dips","girl/Trapezius/Scapula Dips.mp4",464182
girl,Trapezius,"Stretching - Neck Side Stretch","girl/Trapezius/Stretching - Neck Side Stretch.mp4",123600
girl,Triceps,"Band Overhead Triceps Extension","girl/Triceps/Band Overhead Triceps Extension.mp4",394506
girl,Triceps,"Band Side Triceps Pushdown","girl/Triceps/Band Side Triceps Pushdown.mp4",183595
girl,Triceps,"Band Triceps Pushdown","girl/Triceps/Band Triceps Pushdown.mp4",288360
girl,Triceps,"Bench Dips","girl/Triceps/Bench Dips.mp4",671216
girl,Triceps,"Cable Lying Triceps Extension","girl/Triceps/Cable Lying Triceps Extension.mp4",175393
girl,Triceps,"Cable Overhead Triceps Extension (rope attachment)","girl/Triceps/Cable Overhead Triceps Extension (rope attachment).mp4",331370
girl,Triceps,"Cable Pushdown (rope attachment)","girl/Triceps/Cable Pushdown (rope attachment).mp4",209992
girl,Triceps,"Cable Rope High Pulley Overhead Triceps Extension","girl/Triceps/Cable Rope High Pulley Overhead Triceps Extension.mp4",364401
girl,Triceps,"Cable Standing One Arm Triceps Extension","girl/Triceps/Cable Standing One Arm Triceps Extension.mp4",278942
girl,Triceps,"Cable Triceps Pushdown","girl/Triceps/Cable Triceps Pushdown.mp4",363032
girl,Triceps,"Close Grip Push-ups","girl/Triceps/Close Grip Push-ups.mp4",771625
girl,Triceps,"Dumbbell Close Grip Press","girl/Triceps/Dumbbell Close Grip Press.mp4",691831
girl,Triceps,"Dumbbell Incline Triceps Extension","girl/Triceps/Dumbbell Incline Triceps Extension.mp4",275273
girl,Triceps,"Dumbbell Kickback","girl/Triceps/Dumbbell Kickback.mp4",295355
girl,Triceps,"Dumbbell Lying Alternate Extension","girl/Triceps/Dumbbell Lying Alternate Extension.mp4",400709
girl,Triceps,"Dumbbell Lying Triceps Extension","girl/Triceps/Dumbbell Lying Triceps Extension.mp4",364438
girl,Triceps,"Dumbbell One Arm Triceps Extension","girl/Triceps/Dumbbell One Arm Triceps Extension.mp4",290621
girl,Triceps,"Dumbbell Pronate-grip Triceps Extension","girl/Triceps/Dumbbell Pronate-grip Triceps Extension.mp4",322106
girl,Triceps,"Dumbbell Seated Kickback","girl/Triceps/Dumbbell Seated Kickback.mp4",273768
girl,Triceps,"Dumbbell Seated Triceps Extension","girl/Triceps/Dumbbell Seated Triceps Extension.mp4",272975
girl,Triceps,"EZ Barbell Lying Triceps Extension","girl/Triceps/EZ Barbell Lying Triceps Extension.mp4",443887
girl,Triceps,"Lever Seated Dips","girl/Triceps/Lever Seated Dips.mp4",486703
girl,Triceps,"Lever Triceps Extension (neutral grip)","girl/Triceps/Lever Triceps Extension (neutral grip).mp4",400224
girl,Triceps,"Lever Triceps Extension","girl/Triceps/Lever Triceps Extension.mp4",519514
girl,Triceps,"Old School Reverse Extensions","girl/Triceps/Old School Reverse Extensions.mp4",451754
girl,Triceps,"Stretching - Kneeling Triceps Extension","girl/Triceps/Stretching - Kneeling Triceps Extension.mp4",700953
girl,Triceps,"Stretching - Reverse Dip","girl/Triceps/Stretching - Reverse Dip.mp4",687745
girl,mix,"Ball Sit-up (on stability ball)","girl/mix/Ball Sit-up (on stability ball).mp4",9201726
girl,mix,"Bent knee Lying  twist (On Stability Ball)","girl/mix/Bent knee Lying  twist (On Stability Ball).mp4",9486363
girl,mix,"Chest Lift with Rotation","girl/mix/Chest Lift with Rotation.mp4",11016406
girl,mix,"Corkscrew Pilates","girl/mix/Corkscrew Pilates.mp4",22892032
girl,mix,"Crunch (leg raise)","girl/mix/Crunch (leg raise).mp4",8252574
girl,mix,"Crunch (legs on stability ball)","girl/mix/Crunch (legs on stability ball).mp4",8139121
girl,mix,"Crunch (straight leg up)","girl/mix/Crunch (straight leg up).mp4",8894453
girl,mix,"Crunch Floor (female)","girl/mix/Crunch Floor (female).mp4",5573379
girl,mix,"Front Plank (female)","girl/mix/Front Plank (female).mp4",5377462
girl,mix,"Hip Raise Bridge","girl/mix/Hip Raise Bridge.mp4",8246391
girl,mix,"Hundred Pilates","girl/mix/Hundred Pilates.mp4",21045439
girl,mix,"Jack Split Crunches","girl/mix/Jack Split Crunches.mp4",8238138
girl,mix,"Jack knife Floor","girl/mix/Jack knife Floor.mp4",7953885
girl,mix,"JackKnife Pilates","girl/mix/JackKnife Pilates.mp4",10430246
girl,mix,"Leg Curl (on stability ball)","girl/mix/Leg Curl (on stability ball).mp4",8038390
girl,mix,"Leg Raise Hip Lift","girl/mix/Leg Raise Hip Lift.mp4",8043177
girl,mix,"Lying Hip Lift (on stability ball)","girl/mix/Lying Hip Lift (on stability ball).mp4",8178286
girl,mix,"Lying Scissor Kick (female)","girl/mix/Lying Scissor Kick (female).mp4",8394926
girl,mix,"Medicine Ball Sit-up (wall)","girl/mix/Medicine Ball Sit-up (wall).mp4",7899596
girl,mix,"Reverse Crunch (female)","girl/mix/Reverse Crunch (female).mp4",8976640
girl,mix,"Rotate Push up (female)","girl/mix/Rotate Push up (female).mp4",12548591
girl,mix,"Russian Twist (on stability ball arms straight)","girl/mix/Russian Twist (on stability ball arms straight).mp4",8109678
girl,mix,"Seated Twist (on stability ball)","girl/mix/Seated Twist (on stability ball).mp4",7157202
girl,mix,"Seated Twist (straight arm)","girl/mix/Seated Twist (straight arm).mp4",16274568
girl,mix,"Side Bend (on stability ball)","girl/mix/Side Bend (on stability ball).mp4",7475979
girl,mix,"Sit Up","girl/mix/Sit Up.mp4",8189557
girl,mix,"Weighted Leg Extension Crunch","girl/mix/Weighted Leg Extension Crunch.mp4",8264175
girl,mix,"Weighted Lying Twist","girl/mix/Weighted Lying Twist.mp4",8290615
men,Hips,"Band Bent Over Hip Extension","men/Hips/Band Bent Over Hip Extension.mp4",382856
men,Hips,"Band Hip Abduction","men/Hips/Band Hip Abduction.mp4",243561
men,Hips,"Band Hip Adduction","men/Hips/Band Hip Adduction.mp4",285782
men,Hips,"Band Leg Curl","men/Hips/Band Leg Curl.mp4",622181
men,Hips,"Band Seated Leg Extension","men/Hips/Band Seated Leg Extension.mp4",279225
men,Hips,"Band Standing Hip Extension","men/Hips/Band Standing Hip Extension.mp4",337479
men,Hips,"Band Standing Leg Curl","men/Hips/Band Standing Leg Curl.mp4",231510
men,Hips,"Barbell Clean And Press","men/Hips/Barbell Clean And Press.mp4",897650
men,Hips,"Barbell Front Chest Squat","men/Hips/Barbell Front Chest Squat.mp4",540786
men,Hips,"Barbell Lunge","men/Hips/Barbell Lunge.mp4",553898
men,Hips,"Classic Barbell Squat","men/Hips/Classic Barbell Squat.mp4",543090
men,Hips,"Close Feet Leg Press","men/Hips/Close Feet Leg Press.mp4",452915
men,Hips,"Dumbbell Bar Grip Sumo Squat","men/Hips/Dumbbell Bar Grip Sumo Squat.mp4",725627
men,Hips,"Dumbbell Front Squat","men/Hips/Dumbbell Front Squat.mp4",722461
men,Hips,"Dumbbell Goblet Squat","men/Hips/Dumbbell Goblet Squat.mp4",742562
men,Hips,"Dumbbell Lunge","men/Hips/Dumbbell Lunge.mp4",1068246
men,Hips,"Dumbbell Lying Femoral","men/Hips/Dumbbell Lying Femoral.mp4",420648
men,Hips,"Dumbbell Single Leg Squat","men/Hips/Dumbbell Single Leg Squat.mp4",1017569
men,Hips,"Dumbbell Squat","men/Hips/Dumbbell Squat.mp4",680920
men,Hips,"Lever Horizontal Leg Press","men/Hips/Lever Horizontal Leg Press.mp4",830450
men,Hips,"Lever Kneeling Leg Curl","men/Hips/Lever Kneeling Leg Curl.mp4",852706
men,Hips,"Lever Leg Extension","men/Hips/Lever Leg Extension.mp4",1123427
men,Hips,"Lever Lying Leg Curl","men/Hips/Lever Lying Leg Curl.mp4",897634
men,Hips,"Lever Seated Hip Abduction","men/Hips/Lever Seated Hip Abduction.mp4",1064772
men,Hips,"Lever Seated Hip Adduction","men/Hips/Lever Seated Hip Adduction.mp4",957965
men,Hips,"Lever Seated Leg Curl","men/Hips/Lever Seated Leg Curl.mp4",1207672
men,Hips,"Lever Standing Hip Extension","men/Hips/Lever Standing Hip Extension.mp4",800389
men,Hips,"Lever Standing Rear Kick","men/Hips/Lever Standing Rear Kick.mp4",715920
men,Hips,"Rear Decline Bridge","men/Hips/Rear Decline Bridge.mp4",835137
men,Hips,"Sled 45 Degree Leg Wide Press","men/Hips/Sled 45 Degree Leg Wide Press.mp4",391284
men,Hips,"Sled Hack Squat","men/Hips/Sled Hack Squat.mp4",767008
men,Hips,"Smith Chair Squat","men/Hips/Smith Chair Squat.mp4",394793
men,Hips,"Smith Leg Press","men/Hips/Smith Leg Press.mp4",306770
men,Hips,"Squat","men/Hips/Squat.mp4",1007268
men,Hips,"Stretching - Adductor stretch","men/Hips/Stretching - Adductor stretch.mp4",561593
men,Hips,"Stretching - All Fours Squad Stretch","men/Hips/Stretching - All Fours Squad Stretch.mp4",422539
men,Hips,"Stretching - Boat Stretch","men/Hips/Stretching - Boat Stretch.mp4",691293
men,Hips,"Stretching - Ceiling Look Stretch","men/Hips/Stretching - Ceiling Look Stretch.mp4",702978
men,Hips,"Stretching - Crossover Kneeling Hip Flexor Stretch","men/Hips/Stretching - Crossover Kneeling Hip Flexor Stretch.mp4",509244
men,Hips,"Stretching - Hamstring Stretch","men/Hips/Stretching - Hamstring Stretch.mp4",547124
men,Hips,"Stretching - Hip Circles Stretch","men/Hips/Stretching - Hip Circles Stretch.mp4",482756
men,Hips,"Stretching - Hip Extension Stretch","men/Hips/Stretching - Hip Extension Stretch.mp4",441814
men,Hips,"Stretching - Hip Flexor Stretch Rear foot elevated","men/Hips/Stretching - Hip Flexor Stretch Rear foot elevated.mp4",592903
men,Hips,"Stretching - Hip Flexor and Quad Stretch","men/Hips/Stretching - Hip Flexor and Quad Stretch.mp4",338753
men,Hips,"Stretching - Knee Raise","men/Hips/Stretching - Knee Raise.mp4",390208
men,Hips,"Stretching - Quadriceps lying stretch","men/Hips/Stretching - Quadriceps lying stretch.mp4",459189
men,Hips,"Stretching - Quadriceps stretch","men/Hips/Stretching - Quadriceps stretch.mp4",284039
men,Hips,"Stretching - Runners Stretch","men/Hips/Stretching - Runners Stretch.mp4",594849
men,Hips,"Weighted Sissy Squat","men/Hips/Weighted Sissy Squat.mp4",671853
men,Shoulders,"Band Bent-over Rear Lateral Raise","men/Shoulders/Band Bent-over Rear Lateral Raise.mp4",354310
men,Shoulders,"Band One Arm Forward Raise","men/Shoulders/Band One Arm Forward Raise.mp4",271274
men,Shoulders,"Band Standing Rear Delt Row","men/Shoulders/Band Standing Rear Delt Row.mp4",271696
men,Shoulders,"Barbell Front Raise","men/Shoulders/Barbell Front Raise.mp4",858730
men,Shoulders,"Barbell Seated Behind Head Military Press","men/Shoulders/Barbell Seated Behind Head Military Press.mp4",869310
men,Shoulders,"Barbell Upright Row (wide-grip)","men/Shoulders/Barbell Upright Row (wide-grip).mp4",711750
men,Shoulders,"Cable Crossover Reverse Fly","men/Shoulders/Cable Crossover Reverse Fly.mp4",1066978
men,Shoulders,"Cable Front Raise","men/Shoulders/Cable Front Raise.mp4",939473
men,Shoulders,"Cable Lateral Raise","men/Shoulders/Cable Lateral Raise.mp4",1077687
men,Shoulders,"Cable One Arm Forward Raise","men/Shoulders/Cable One Arm Forward Raise.mp4",615584
men,Shoulders,"Cable One Arm Lateral Raise","men/Shoulders/Cable One Arm Lateral Raise.mp4",997569
men,Shoulders,"Cable Rear Delt Row (with rope)","men/Shoulders/Cable Rear Delt Row (with rope).mp4",761773
men,Shoulders,"Dumbbell Alternate Shoulder Press","men/Shoulders/Dumbbell Alternate Shoulder Press.mp4",262336
men,Shoulders,"Dumbbell Arnold Press","men/Shoulders/Dumbbell Arnold Press.mp4",874282
men,Shoulders,"Dumbbell Bench Seated Press","men/Shoulders/Dumbbell Bench Seated Press.mp4",304048
men,Shoulders,"Dumbbell Front Raise","men/Shoulders/Dumbbell Front Raise.mp4",312469
men,Shoulders,"Dumbbell Incline Hammer Press","men/Shoulders/Dumbbell Incline Hammer Press.mp4",378236
men,Shoulders,"Dumbbell Incline Rear Lateral Raise","men/Shoulders/Dumbbell Incline Rear Lateral Raise.mp4",379072
men,Shoulders,"Dumbbell Iron Cross","men/Shoulders/Dumbbell Iron Cross.mp4",1355312
men,Shoulders,"Dumbbell Lateral Raise","men/Shoulders/Dumbbell Lateral Raise.mp4",324030
men,Shoulders,"Dumbbell One Arm Lateral Raise","men/Shoulders/Dumbbell One Arm Lateral Raise.mp4",266693
men,Shoulders,"Dumbbell Rear Delt Row","men/Shoulders/Dumbbell Rear Delt Row.mp4",682518
men,Shoulders,"Dumbbell Rear Lateral Raise","men/Shoulders/Dumbbell Rear Lateral Raise.mp4",642068
men,Shoulders,"Dumbbell Seated Front Raise","men/Shoulders/Dumbbell Seated Front Raise.mp4",524176
men,Shoulders,"Dumbbell Seated Lateral Raise","men/Shoulders/Dumbbell Seated Lateral Raise.mp4",920452
men,Shoulders,"Dumbbell Upright Row","men/Shoulders/Dumbbell Upright Row.mp4",609580
men,Shoulders,"EZ Barbell Anti Gravity Press","men/Shoulders/EZ Barbell Anti Gravity Press.mp4",1069199
men,Shoulders,"Lever Lateral Raise","men/Shoulders/Lever Lateral Raise.mp4",989851
men,Shoulders,"Lever Military Press","men/Shoulders/Lever Military Press.mp4",964546
men,Shoulders,"Lever Seated Reverse Fly","men/Shoulders/Lever Seated Reverse Fly.mp4",968597
men,Shoulders,"Military Press","men/Shoulders/Military Press.mp4",597718
men,Shoulders,"Smith Seated Shoulder Press","men/Shoulders/Smith Seated Shoulder Press.mp4",1037398
men,Shoulders,"Stretching - Band Warm-up Shoulder Stretch","men/Shoulders/Stretching - Band Warm-up Shoulder Stretch.mp4",358291
men,Shoulders,"Stretching - Rear Deltoid Stretch","men/Shoulders/Stretching - Rear Deltoid Stretch.mp4",257705
men,Shoulders,"Stretching - Seated Shoulder Flexor Depresor Retractor","men/Shoulders/Stretching - Seated Shoulder Flexor Depresor Retractor.mp4",834148
men,Trapezius,"Barbell Rear Delt Raise","men/Trapezius/Barbell Rear Delt Raise.mp4",902349
men,Trapezius,"Barbell Shrug","men/Trapezius/Barbell Shrug.mp4",234340
men,Trapezius,"Dumbbell Incline Shrug","men/Trapezius/Dumbbell Incline Shrug.mp4",284386
men,Trapezius,"Dumbbell Shrug","men/Trapezius/Dumbbell Shrug.mp4",190816
men,Trapezius,"Lever Shrug","men/Trapezius/Lever Shrug.mp4",821732
men,Trapezius,"Scapula Dips","men/Trapezius/Scapula Dips.mp4",510243
men,Triceps,"Band Overhead Triceps Extension","men/Triceps/Band Overhead Triceps Extension.mp4",353157
men,Triceps,"Band Side Triceps Pushdown","men/Triceps/Band Side Triceps Pushdown.mp4",197143
men,Triceps,"Band Triceps Pushdown","men/Triceps/Band Triceps Pushdown.mp4",324648
men,Triceps,"Barbell Close Grip Bench Press","men/Triceps/Barbell Close Grip Bench Press.mp4",1061281
men,Triceps,"Bench Dips","men/Triceps/Bench Dips.mp4",701102
men,Triceps,"Cable Lying Triceps Extension","men/Triceps/Cable Lying Triceps Extension.mp4",202674
men,Triceps,"Cable Overhead Triceps Extension (rope attachment)","men/Triceps/Cable Overhead Triceps Extension (rope attachment).mp4",258575
men,Triceps,"Cable Pushdown (rope attachment)","men/Triceps/Cable Pushdown (rope attachment).mp4",601072
men,Triceps,"Cable Rope High Pulley Overhead Triceps Extension","men/Triceps/Cable Rope High Pulley Overhead Triceps Extension.mp4",1121213
men,Triceps,"Cable Standing One Arm Triceps Extension","men/Triceps/Cable Standing One Arm Triceps Extension.mp4",654305
men,Triceps,"Cable Triceps Pushdown","men/Triceps/Cable Triceps Pushdown.mp4",818153
men,Triceps,"Close Grip Push-ups","men/Triceps/Close Grip Push-ups.mp4",702830
men,Triceps,"Dumbbell Close Grip Press","men/Triceps/Dumbbell Close Grip Press.mp4",936313
men,Triceps,"Dumbbell Incline Triceps Extension","men/Triceps/Dumbbell Incline Triceps Extension.mp4",357812
men,Triceps,"Dumbbell Kickback","men/Triceps/Dumbbell Kickback.mp4",299404
men,Triceps,"Dumbbell Lying Alternate Extension","men/Triceps/Dumbbell Lying Alternate Extension.mp4",270371
men,Triceps,"Dumbbell Lying Triceps Extension","men/Triceps/Dumbbell Lying Triceps Extension.mp4",932887
men,Triceps,"Dumbbell One Arm Triceps Extension","men/Triceps/Dumbbell One Arm Triceps Extension.mp4",517509
men,Triceps,"Dumbbell Pronate-grip Triceps Extension","men/Triceps/Dumbbell Pronate-grip Triceps Extension.mp4",449017
men,Triceps,"Dumbbell Seated Kickback","men/Triceps/Dumbbell Seated Kickback.mp4",583130
men,Triceps,"Dumbbell Seated Triceps Extension","men/Triceps/Dumbbell Seated Triceps Extension.mp4",652109
men,Triceps,"EZ Barbell Lying Triceps Extension","men/Triceps/EZ Barbell Lying Triceps Extension.mp4",1045438
men,Triceps,"Lever Seated Dips","men/Triceps/Lever Seated Dips.mp4",998440
men,Triceps,"Lever Triceps Extension (neutral grip)","men/Triceps/Lever Triceps Extension (neutral grip).mp4",1099035
men,Triceps,"Lever Triceps Extension","men/Triceps/Lever Triceps Extension.mp4",1054455
men,Triceps,"Old School Reverse Extensions","men/Triceps/Old School Reverse Extensions.mp4",476393
men,Triceps,"Stretching - Kneeling Triceps Extension","men/Triceps/Stretching - Kneeling Triceps Extension.mp4",662481
men,Triceps,"Stretching - Reverse Dip","men/Triceps/Stretching - Reverse Dip.mp4",694634
men,abs,"45 Degree Bycicle Twisting Crunch (1)","men/abs/45 Degree Bycicle Twisting Crunch (1).mp4",799944
men,abs,"45 Degree Bycicle Twisting Crunch","men/abs/45 Degree Bycicle Twisting Crunch.mp4",799944
men,abs,"45 Degree Side Bend","men/abs/45 Degree Side Bend.mp4",1026454
men,abs,"Air Twisting Crunch","men/abs/Air Twisting Crunch.mp4",1186710
men,abs,"Band Decline Sit-ups","men/abs/Band Decline Sit-ups.mp4",787901
men,abs,"Band Side Bend","men/abs/Band Side Bend.mp4",521180
men,abs,"Band Standing Crunch","men/abs/Band Standing Crunch.mp4",645132
men,abs,"Band Standing Lift","men/abs/Band Standing Lift.mp4",706821
men,abs,"Band Twist (Up-down)","men/abs/Band Twist (Up-down).mp4",756384
men,abs,"Band Twist","men/abs/Band Twist.mp4",355820
men,abs,"Bench Leg Raise","men/abs/Bench Leg Raise.mp4",679472
men,abs,"Bent Knee Lying Twist","men/abs/Bent Knee Lying Twist.mp4",1593990
men,abs,"Cable Kneeling Crunch","men/abs/Cable Kneeling Crunch.mp4",818852
men,abs,"Cable Standing Crunch","men/abs/Cable Standing Crunch.mp4",800860
men,abs,"Cable Standing Lift","men/abs/Cable Standing Lift.mp4",1434075
men,abs,"Cable Twist (up-down)","men/abs/Cable Twist (up-down).mp4",1287272
men,abs,"Crunch (on bench)","men/abs/Crunch (on bench).mp4",635739
men,abs,"Dumbbell Side Bend","men/abs/Dumbbell Side Bend.mp4",816936
men,abs,"Hanging Leg Hip Raise","men/abs/Hanging Leg Hip Raise.mp4",710446
men,abs,"Hanging Straight Leg Raise","men/abs/Hanging Straight Leg Raise.mp4",254232
men,abs,"Incline Leg Hip Raise","men/abs/Incline Leg Hip Raise.mp4",809915
men,abs,"Landmine 180","men/abs/Landmine 180.mp4",1658492
men,abs,"Lever Seated Crunch (1)","men/abs/Lever Seated Crunch (1).mp4",1086233
men,abs,"Lever Seated Crunch","men/abs/Lever Seated Crunch.mp4",1086233
men,abs,"Lever Seated Leg Raise Crunch","men/abs/Lever Seated Leg Raise Crunch.mp4",1996387
men,abs,"Lying Floor Leg Raise","men/abs/Lying Floor Leg Raise.mp4",776434
men,abs,"Lying Straight Leg Raise","men/abs/Lying Straight Leg Raise.mp4",1040326
men,abs,"Otis-ups","men/abs/Otis-ups.mp4",818318
men,abs,"Side Bridge - Side Plank","men/abs/Side Bridge - Side Plank.mp4",409003
men,abs,"Sit-up On Exercise Ball","men/abs/Sit-up On Exercise Ball.mp4",739159
men,abs,"Sit-ups","men/abs/Sit-ups.mp4",731378
men,abs,"Spell Caster","men/abs/Spell Caster.mp4",773213
men,abs,"Stretching - Chin-to-chest Stretch","men/abs/Stretching - Chin-to-chest Stretch.mp4",447376
men,abs,"Stretching - Iron Cross Stretch","men/abs/Stretching - Iron Cross Stretch.mp4",654712
men,abs,"Stretching - Seated Twist (straight arm)","men/abs/Stretching - Seated Twist (straight arm).mp4",1377258
men,abs,"Stretching - Spinal Stretch On Exercise Ball","men/abs/Stretching - Spinal Stretch On Exercise Ball.mp4",1346069
men,abs,"Stretching - Standing Side Bend (bent arm)","men/abs/Stretching - Standing Side Bend (bent arm).mp4",414357
men,abs,"Twisting Crunch","men/abs/Twisting Crunch.mp4",808641
men,abs,"V-up","men/abs/V-up.mp4",804192
men,abs,"Vertical Leg Raise (on parallel bars)","men/abs/Vertical Leg Raise (on parallel bars).mp4",615042
men,abs,"Weighted Leg Extension Crunch","men/abs/Weighted Leg Extension Crunch.mp4",824258
men,back,"45 Degree Hyperextension","men/back/45 Degree Hyperextension.mp4",644586
men,back,"Band Assisted Pull-up","men/back/Band Assisted Pull-up.mp4",591103
men,back,"Band Bent-over Row","men/back/Band Bent-over Row.mp4",712237
men,back,"Band Kneeling One Arm Pulldown","men/back/Band Kneeling One Arm Pulldown.mp4",295677
men,back,"Band One Arm Twisting Seated Row","men/back/Band One Arm Twisting Seated Row.mp4",641362
men,back,"Band One Leg Kickback Bent Position","men/back/Band One Leg Kickback Bent Position.mp4",446835
men,back,"Band Pull Through","men/back/Band Pull Through.mp4",636158
men,back,"Band Seated Row","men/back/Band Seated Row.mp4",610140
men,back,"Band Straight Back Seated Row","men/back/Band Straight Back Seated Row.mp4",647117
men,back,"Barbell Bent-over Row Overgrip","men/back/Barbell Bent-over Row Overgrip.mp4",343090
men,back,"Barbell Straight Leg Deadlift","men/back/Barbell Straight Leg Deadlift.mp4",591588
men,back,"Barbell Underhand Bent-over Row","men/back/Barbell Underhand Bent-over Row.mp4",929784
men,back,"Bench Pull-ups","men/back/Bench Pull-ups.mp4",754242
men,back,"Cable Bar Lateral Pulldown (reverse-grip)","men/back/Cable Bar Lateral Pulldown (reverse-grip).mp4",840441
men,back,"Cable Bar Lateral Pulldown (wide shoulder grip)","men/back/Cable Bar Lateral Pulldown (wide shoulder grip).mp4",388474
men,back,"Cable Close Grip Front Lat Pulldown","men/back/Cable Close Grip Front Lat Pulldown.mp4",854896
men,back,"Cable One Arm Lateral Pulldown","men/back/Cable One Arm Lateral Pulldown.mp4",809209
men,back,"Cable One Arm Twisting Seated Row","men/back/Cable One Arm Twisting Seated Row.mp4",1094064
men,back,"Cable Pulldown","men/back/Cable Pulldown.mp4",859822
men,back,"Cable Seated High Row (V-bar)","men/back/Cable Seated High Row (V-bar).mp4",1030255
men,back,"Cable Seated Row (normal grip)","men/back/Cable Seated Row (normal grip).mp4",605342
men,back,"Cable Seated Row (parallel grip)","men/back/Cable Seated Row (parallel grip).mp4",293102
men,back,"Cable Seated Row (wide-grip)","men/back/Cable Seated Row (wide-grip).mp4",309159
men,back,"Cable Straight Arm Pulldown","men/back/Cable Straight Arm Pulldown.mp4",335758
men,back,"Cable Straight Back Seated High Row (reverse-grip)","men/back/Cable Straight Back Seated High Row (reverse-grip).mp4",865162
men,back,"Cable Straight Back Seated Row (V-grip)","men/back/Cable Straight Back Seated Row (V-grip).mp4",277347
men,back,"Cambered Bar Lying Row","men/back/Cambered Bar Lying Row.mp4",645742
men,back,"Chin-ups  Pull-Ups","men/back/Chin-ups  Pull-Ups.mp4",346834
men,back,"Chin-ups (narrow parallel grip)","men/back/Chin-ups (narrow parallel grip).mp4",831999
men,back,"Close Grip Chin-up","men/back/Close Grip Chin-up.mp4",667898
men,back,"Commando Pull-up","men/back/Commando Pull-up.mp4",583509
men,back,"Dumbbell Bent-over Row","men/back/Dumbbell Bent-over Row.mp4",351355
men,back,"Dumbbell Deadlift","men/back/Dumbbell Deadlift.mp4",443933
men,back,"Dumbbell Hammer Grip Incline Bench Row","men/back/Dumbbell Hammer Grip Incline Bench Row.mp4",438377
men,back,"Dumbbell Incline Row","men/back/Dumbbell Incline Row.mp4",209831
men,back,"Dumbbell Lying Rear Delt Row","men/back/Dumbbell Lying Rear Delt Row.mp4",614171
men,back,"Dumbbell Palm Rotational Bent Over Row","men/back/Dumbbell Palm Rotational Bent Over Row.mp4",713570
men,back,"Dumbbell Reverse Grip Row","men/back/Dumbbell Reverse Grip Row.mp4",650721
men,back,"Dumbbell Stiff Leg Deadlift","men/back/Dumbbell Stiff Leg Deadlift.mp4",1122033
men,back,"Hammer Grip Pull-up","men/back/Hammer Grip Pull-up.mp4",499584
men,back,"Inverted Row Between Chairs","men/back/Inverted Row Between Chairs.mp4",798477
men,back,"Inverted Row With Straps","men/back/Inverted Row With Straps.mp4",415634
men,back,"Kettlebell Deadlift","men/back/Kettlebell Deadlift.mp4",766394
men,back,"Lever Back Extension","men/back/Lever Back Extension.mp4",1040268
men,back,"Lever High Row","men/back/Lever High Row.mp4",656426
men,back,"Lever Reverse Hyperextension","men/back/Lever Reverse Hyperextension.mp4",766983
men,back,"Lever Reverse T-Bar Row","men/back/Lever Reverse T-Bar Row.mp4",940902
men,back,"Lever T-bar Row","men/back/Lever T-bar Row.mp4",1018720
men,back,"Pull-up (shoulder grip)","men/back/Pull-up (shoulder grip).mp4",559997
men,back,"Pull-up (wide back grip)","men/back/Pull-up (wide back grip).mp4",804567
men,back,"Pull-up (wide front grip)","men/back/Pull-up (wide front grip).mp4",326231
men,back,"Reverse Grip Machine Lat Pulldown","men/back/Reverse Grip Machine Lat Pulldown.mp4",1069802
men,back,"Reverse Grip Pull-up","men/back/Reverse Grip Pull-up.mp4",613023
men,back,"Ring High Row","men/back/Ring High Row.mp4",822704
men,back,"Single Dumbbell Stiff Leg Deadlift","men/back/Single Dumbbell Stiff Leg Deadlift.mp4",708340
men,back,"Smith Deadlift - Deadlift (1)","men/back/Smith Deadlift - Deadlift (1).mp4",1136849
men,back,"Smith Deadlift - Deadlift","men/back/Smith Deadlift - Deadlift.mp4",1136849
men,back,"Stretching - Dynamic Back Stretch","men/back/Stretching - Dynamic Back Stretch.mp4",264247
men,back,"Stretching - Elbows Back Stretch","men/back/Stretching - Elbows Back Stretch.mp4",540815
men,back,"Stretching - Kneeling Lat Stretch","men/back/Stretching - Kneeling Lat Stretch.mp4",666013
men,back,"Stretching - Middle Back Stretch (1)","men/back/Stretching - Middle Back Stretch (1).mp4",645111
men,back,"Stretching - Middle Back Stretch","men/back/Stretching - Middle Back Stretch.mp4",645111
men,back,"Stretching - Seated Lower Back Stretch","men/back/Stretching - Seated Lower Back Stretch.mp4",310451
men,back,"Stretching - Seated Wide Angle Pose Sequence","men/back/Stretching - Seated Wide Angle Pose Sequence.mp4",1170065
