gender,muscle_group,exercise_name,relative_path,size_bytes
men,back,"Stretching - Sitting Bent Over Back Stretch","men/back/Stretching - Sitting Bent Over Back Stretch.mp4",729989
men,back,"Stretching - Slopes Towards Stretch","men/back/Stretching - Slopes Towards Stretch.mp4",890048
men,back,"Stretching - Spine Stretch Forward","men/back/Stretching - Spine Stretch Forward.mp4",916633
men,back,"Stretching - Spine Stretch","men/back/Stretching - Spine Stretch.mp4",574451
men,back,"Stretching - Standing Back Rotation Stretch","men/back/Stretching - Standing Back Rotation Stretch.mp4",218591
men,back,"Stretching - Standing Lateral Stretch (1)","men/back/Stretching - Standing Lateral Stretch (1).mp4",356194
men,back,"Stretching - Standing Lateral Stretch","men/back/Stretching - Standing Lateral Stretch.mp4",356194
men,biceps,"Barbell Curl","men/biceps/Barbell Curl.mp4",398705
men,biceps,"Barbell Drag Curl","men/biceps/Barbell Drag Curl.mp4",1294883
men,biceps,"Barbell Prone Incline Curl","men/biceps/Barbell Prone Incline Curl.mp4",1106491
men,biceps,"Cable One Arm Curl","men/biceps/Cable One Arm Curl.mp4",660133
men,biceps,"Cable Standing Inner Curl","men/biceps/Cable Standing Inner Curl.mp4",874028
men,biceps,"Dumbbell Alternate Biceps Curl","men/biceps/Dumbbell Alternate Biceps Curl.mp4",517453
men,biceps,"Dumbbell Alternate Seated Biceps Curl","men/biceps/Dumbbell Alternate Seated Biceps Curl.mp4",532162
men,biceps,"Dumbbell Biceps Curl","men/biceps/Dumbbell Biceps Curl.mp4",304602
men,biceps,"Dumbbell Concentration Curl","men/biceps/Dumbbell Concentration Curl.mp4",400927
men,biceps,"Dumbbell Cross Body Hammer Curl","men/biceps/Dumbbell Cross Body Hammer Curl.mp4",338136
men,biceps,"Dumbbell Incline Biceps Curl","men/biceps/Dumbbell Incline Biceps Curl.mp4",819556
men,biceps,"Dumbbell Incline Curl","men/biceps/Dumbbell Incline Curl.mp4",346142
men,biceps,"Dumbbell Incline Hammer Curl","men/biceps/Dumbbell Incline Hammer Curl.mp4",821685
men,biceps,"Dumbbell One Arm Zottman Preacher Curl","men/biceps/Dumbbell One Arm Zottman Preacher Curl.mp4",360123
men,biceps,"Dumbbell Preacher Curl Over Exercise Ball","men/biceps/Dumbbell Preacher Curl Over Exercise Ball.mp4",408384
men,biceps,"Dumbbell Prone Incline Curl","men/biceps/Dumbbell Prone Incline Curl.mp4",711053
men,biceps,"Dumbbell Seated Preacher Curl","men/biceps/Dumbbell Seated Preacher Curl.mp4",232750
men,biceps,"EZ Barbell Biceps Curl","men/biceps/EZ Barbell Biceps Curl.mp4",298518
men,biceps,"Lever Preacher Curl","men/biceps/Lever Preacher Curl.mp4",1054680
men,biceps,"Lying Supine Dumbbell Curl","men/biceps/Lying Supine Dumbbell Curl.mp4",1073372
men,biceps,"Stretching - Butterfly Yoga Pose","men/biceps/Stretching - Butterfly Yoga Pose.mp4",785680
men,calves,"Band Standing Calf Raise","men/calves/Band Standing Calf Raise.mp4",686937
men,calves,"Dumbbell Seated Calf Raise","men/calves/Dumbbell Seated Calf Raise.mp4",649921
men,calves,"Dumbbell Standing Calf Raise","men/calves/Dumbbell Standing Calf Raise.mp4",277206
men,calves,"Lever Seated Calf Raise","men/calves/Lever Seated Calf Raise.mp4",953172
men,calves,"Sled 45 Degree Calf Press","men/calves/Sled 45 Degree Calf Press.mp4",251168
men,calves,"Smith Calf Raise","men/calves/Smith Calf Raise.mp4",969807
men,calves,"Stretching - Calf Stretch with Rope","men/calves/Stretching - Calf Stretch with Rope.mp4",743090
men,calves,"Stretching - Circles Knee Stretch","men/calves/Stretching - Circles Knee Stretch.mp4",695693
men,calves,"Stretching - Feet and Ankles Rotation Stretch","men/calves/Stretching - Feet and Ankles Rotation Stretch.mp4",235484
men,calves,"Stretching - Peroneals Stretch","men/calves/Stretching - Peroneals Stretch.mp4",692771
men,calves,"Stretching - Seated Calf Stretch","men/calves/Stretching - Seated Calf Stretch.mp4",710640
men,calves,"Stretching - Stairs Calf Stretch","men/calves/Stretching - Stairs Calf Stretch.mp4",323284
men,calves,"Stretching - Standing Bench Calf Stretch","men/calves/Stretching - Standing Bench Calf Stretch.mp4",619862
men,cardio,"Battling Ropes","men/cardio/Battling Ropes.mp4",1417969
men,cardio,"Burpee","men/cardio/Burpee.mp4",614720
men,cardio,"Cardio Exercises","men/cardio/Cardio Exercises.mp4",425795
men,cardio,"Elliptical","men/cardio/Elliptical.mp4",1443633
men,cardio,"Jump Rope","men/cardio/Jump Rope.mp4",2199174
men,cardio,"Jump Step-up","men/cardio/Jump Step-up.mp4",788001
men,cardio,"Jumping Jack","men/cardio/Jumping Jack.mp4",600714
men,cardio,"Running","men/cardio/Running.mp4",425795
men,cardio,"Stationary Bike","men/cardio/Stationary Bike.mp4",964289
men,cardio,"Stretching - Bridge Pose Setu Bandhasana (1)","men/cardio/Stretching - Bridge Pose Setu Bandhasana (1).mp4",1668247
men,cardio,"Stretching - Bridge Pose Setu Bandhasana","men/cardio/Stretching - Bridge Pose Setu Bandhasana.mp4",1668247
men,cardio,"Stretching - Flexion Leg Sit-up","men/cardio/Stretching - Flexion Leg Sit-up.mp4",766266
men,cardio,"Stretching - Front Toe Touch","men/cardio/Stretching - Front Toe Touch.mp4",1341099
men,cardio,"Stretching - Plyo Side Lunge Stretch","men/cardio/Stretching - Plyo Side Lunge Stretch.mp4",1365424
men,cardio,"Stretching - Single Leg Stretch (bent knee)","men/cardio/Stretching - Single Leg Stretch (bent knee).mp4",721941
men,cardio,"Stretching - Single Straight Leg Stretch","men/cardio/Stretching - Single Straight Leg Stretch.mp4",709599
men,cardio,"Treadmill Running","men/cardio/Treadmill Running.mp4",414432
men,cardio,"Walk Wave Machine","men/cardio/Walk Wave Machine.mp4",983199
men,chest,"Band High Fly","men/chest/Band High Fly.mp4",472418
men,chest,"Barbell Bench Press","men/chest/Barbell Bench Press.mp4",342101
men,chest,"Barbell Decline Bench Press","men/chest/Barbell Decline Bench Press.mp4",1076491
men,chest,"Barbell Incline Bench Press","men/chest/Barbell Incline Bench Press.mp4",977670
men,chest,"Cable Lying Fly, Flat Bench Cable Fly","men/chest/Cable Lying Fly, Flat Bench Cable Fly.mp4",1009980
men,chest,"Cable Standing Fly, Crossover fly","men/chest/Cable Standing Fly, Crossover fly.mp4",1077890
men,chest,"Chest Dips","men/chest/Chest Dips.mp4",957387
men,chest,"Decline Dumbbell Bench Press (45 degree)","men/chest/Decline Dumbbell Bench Press (45 degree).mp4",1145062
men,chest,"Deep Push-ups","men/chest/Deep Push-ups.mp4",784320
men,chest,"Dumbbell Bench Press","men/chest/Dumbbell Bench Press.mp4",376269
men,chest,"Dumbbell Decline Fly (45 degree) (1)","men/chest/Dumbbell Decline Fly (45 degree) (1).mp4",448721
men,chest,"Dumbbell Decline Fly (45 degree)","men/chest/Dumbbell Decline Fly (45 degree).mp4",448721
men,chest,"Dumbbell Fly On Exercise Ball","men/chest/Dumbbell Fly On Exercise Ball.mp4",477849
men,chest,"Dumbbell Fly","men/chest/Dumbbell Fly.mp4",570574
men,chest,"Dumbbell Incline Bench Press","men/chest/Dumbbell Incline Bench Press.mp4",326492
men,chest,"Dumbbell Incline Fly On Exercise Ball","men/chest/Dumbbell Incline Fly On Exercise Ball.mp4",497110
men,chest,"Dumbbell Incline Fly","men/chest/Dumbbell Incline Fly.mp4",895142
men,chest,"Dumbbell Lying Hammer Press","men/chest/Dumbbell Lying Hammer Press.mp4",1363136
men,chest,"Incline Push-Ups","men/chest/Incline Push-Ups.mp4",625406
men,chest,"Lever Chest Press","men/chest/Lever Chest Press.mp4",416747
men,chest,"Lever Incline Hammer Chest Press","men/chest/Lever Incline Hammer Chest Press.mp4",1135223
men,chest,"Lever Lying Chest Press","men/chest/Lever Lying Chest Press.mp4",1414491
men,chest,"Lever Pec Deck Fly","men/chest/Lever Pec Deck Fly.mp4",393293
men,chest,"Push-ups","men/chest/Push-ups.mp4",698022
men,chest,"Stretching - Above Head Chest Stretch","men/chest/Stretching - Above Head Chest Stretch.mp4",293117
men,chest,"Stretching - Back Pec Stretch","men/chest/Stretching - Back Pec Stretch.mp4",705364
men,chest,"Stretching - Dynamic Chest Stretch","men/chest/Stretching - Dynamic Chest Stretch.mp4",309458
men,chest,"Stretching - Kneeling Back Rotation Stretch","men/chest/Stretching - Kneeling Back Rotation Stretch.mp4",611627
men,chest,"Stretching - Standing Reach Up Back Rotation Stretch","men/chest/Stretching - Standing Reach Up Back Rotation Stretch.mp4",274979
men,chest,"Stretching - Standing Wheel Rollout","men/chest/Stretching - Standing Wheel Rollout.mp4",688376
men,chest,"Triceps Dips","men/chest/Triceps Dips.mp4",902984
men,chest,"Wide Grip Push-ups","men/chest/Wide Grip Push-ups.mp4",756934
